id,trigger,conditions,script,text,options,notes
BFFIpsaConHubOptRespA2,DialogOptionSelected,$option == bffi_psaConHubRespA2,"$didStep1 = true 0
FireAll BFFIpsaConsultHubOpts","-No se puede saber con certeza hasta que se pregunte -dice Bornanew, decidiendo seguiros la corriente en vuestra presunta ligereza-. El Creador otorgo incluso a la Senda el libre albedrio, y yo aceptaria una rendicion pacifica si se me ofreciera.

Se vuelve hacia vos. -Y la violencia esta entre las herramientas de un Caballero, pero debe ser solo eso: una herramienta, no un fin en si mismo, ""para que no llene mi corazon de ira, ni mi alma de odio, y deje despues sin hogar al amor por el Creador ni por la Palabra"".

-Considerad esto: una incursion de infantes de marina para capturar bases de datos y buferes de comunicaciones. Entonces -examina la pantalla tactica-, teneis expertos en demoliciones? La nanoforja y todo su equipo de apoyo deben ser destruidos.",,
BFFIpsaConHubOptRespA3,DialogOptionSelected,$option == bffi_psaConHubRespA3,"$didStep1 = true 0
FireAll BFFIpsaConsultHubOpts","-Tal vez -dice Bornanew-. Pero no deje que la temible reputacion sembrada por la Senda Ludica le impida ver lo que realmente son: humanos. Tan temerosos y falibles como usted o yo.

-Podrian ser convencidos para revelar algo. O, si logra adquirir buffers de comunicaciones, podrian resultar esclarecedores. -Te mira-. Creo que hay un infiltrado, un agente leal a la Senda dentro de la Santa Catedral de Exodo con acceso a las bovedas. Necesito reducir mi lista de sospechosos.

-Por no hablar de destruir esta nanoforja y cualquier dato sobre el guante que se encuentre en los nucleos de datos. -Lo piensa un momento y luego dice-: Los metadatos del escaneo del guante tambien podrian ser utiles.",,
BFFIpsaConHubOptRespA3bb,DialogOptionSelected,"$option == bffi_psaConHubRespA3
$global.bornanewBadBoy > 2","$didStep1 = true 0
FireAll BFFIpsaConsultHubOpts","-De eso admito que tengo pocas dudas. -Bornanew te lanza una mirada cansada.

Se vuelve hacia la pantalla tactica. -No cerrare los ojos ante la naturaleza de mi deber; eso me lo has ensenado tu. La violencia es una de las herramientas de un caballero, y no debo amilanarme ante su uso.

-Considera esto: una incursion de infantes de marina para capturar almacenes de datos, buferes de comunicaciones y prisioneros. Luego... tienes expertos en demoliciones? La nanoforja y todo su equipo de apoyo deben ser destruidos.",,
BFFIpsaConHubOptCarefully,BFFIpsaConsultHubOpts,"$didStep1
$saidCarefully
!$saidCarefully2",,,"bffi_psaConHubRespCarefully:""'Con cuidado' no basta. Sugieres que hablemos con ellos?""",
BFFIpsaConHubOptE,BFFIpsaConsultHubOpts,$didStep1,,,"bffi_psaConHubRespE:""Procedere con la operacion.""",
#BFFIpsaConHubOptB,BFFIpsaConsultHubOpts,"$didStep1
!$saidCarefully
!$saidPerhapsTalk",,,"bffi_psaConHubRespTalk:""Quiza podamos resolver esto hablando.""",
BFFIpsaConHubOptC,BFFIpsaConsultHubOpts,"$didStep1
!$saidBlast",,,"bffi_psaConHubRespBlast:""Podriamos simplemente volar esta estacion en pedazos y rebuscar entre los restos por almacenes de datos y prisioneros.""",
BFFIpsaConHubRespCarefully,DialogOptionSelected,$option == bffi_psaConHubRespCarefully,"$saidCarefully2 = true 0
FireAll BFFIpsaConsultHubOpts","-Me disculpo por el engano -mira hacia abajo un momento y luego vuelve a mirarle-. Hablar? Tal vez -dice-.

-No deje que la temible reputacion de la Senda Ludica le impida ver lo que son: tan humanos y falibles como usted o yo. Se nos dio libre albedrio, y yo aceptaria una rendicion pacifica si se me ofreciera.

-Sin embargo, es poco probable. Pienselo: una incursion de infantes de marina para capturar almacenes de datos y buferes de comunicaciones. Entonces... tiene expertos en demoliciones? La propia nanoforja debe ser destruida. ",,
BFFIpsaConHubTalk,DialogOptionSelected,$option == bffi_psaConHubRespTalk,"$saidPerhapsTalk= true 0
FireAll BFFIpsaConsultHubOpts","Lo piensa un momento.

-Rezo para que sea asi. Requeriria algun estratagema excepcional o el carisma de un pr... no, mejor no blasfemo diciendo eso. Pero comprendera que es, como creo que dicen los espaciales, ""una posibilidad remota"".",,
BFFIpsaConHubTalkB,DialogOptionSelected,"$option == bffi_psaConHubRespTalk
$global.bornanewBadBoy > 1","$saidPerhapsTalk= true 0
FireAll BFFIpsaConsultHubOpts","Piensa por un momento, con una mirada sombria a punto de manifestarse.

""Ruego que asi sea. Pero estos son herejes, envenenados por una falsa Palabra y una Senda oscura. Requeriria algun engano excepcional o el carisma de un pr... no, no permita que blasfeme diciendo eso. Pero comprendera que es, como creo que dicen los espaciales, ""una posibilidad remota"""".

Contempla la pantalla tactica por un momento. ""Ademas, hay que reconocer el valor del elemento sorpresa"".",,
#BFFIpsaConHubTalkSuggestA,,$player.luddicFaithfulOrChurchCom,,"""Recorres la Senda como uno de los fieles. Apela a los puntos en comun; este plan destrozaria la Fe. Se pasaran todos los de la Iglesia directamente a la Senda ante una presion? Se quedaran otras facciones de brazos cruzados mientras estalla una guerra sectaria, o buscaran su propio beneficio?"".",,
BFFIpsaConHubBlast,DialogOptionSelected,$option == bffi_psaConHubRespBlast,$saidBlast = true 0,"Bornanew suelta un suspiro.

-No debe hacerlo -parece preocupado-. Dejando a un lado... las objeciones del corazon, la destruccion total casi con seguridad destruiria las pruebas necesarias para identificar al agente de la Senda que se ha infiltrado en la Catedral del Exodo Sagrado.","bffi_psaConHubRespBlastA:""Me ha dado mucho en que pensar.""
bffi_psaConHubRespBlastB:""Sugiere que la indulgencia fomentara la cooperacion? De los sendistas?""
bffi_psaConHubRespBlastCa:""El archicura Jaspis parece menos indulgente con los sendistas que usted.""
bffi_psaConHubRespBlastC:""Si no demuestro dominio absoluto sobre mi enemigo, no me temeran.""",
BFFIpsaConHubBlastbb,DialogOptionSelected,"$option == bffi_psaConHubRespBlast
$global.bornanewBadBoy > 2",$saidBlast = true 0,"Bornanew respira hondo. Sus ojos estan oscuros, reflejando puntos rojos de la pantalla.

""Sin duda, tal destruccion enviaria un mensaje implacable a estos herejes que intentan sembrar el cisma en los campos de la Madre Iglesia. Pero..."". Levanta la mano como si intentara aferrarse a su argumento. ""La obliteracion total plantea un grave riesgo de destruir las pruebas necesarias para localizar al agente de la Senda que se ha infiltrado en la Catedral del Exodo Santo. Necesitamos esos almacenes de datos"".

Hace una pausa y luego se vuelve hacia ti. ""Encuentra primero los datos, mediante un asalto de infantes de marina o algun subterfugio. Luego destruye la estacion. Asi se hara justicia para todos"".","bffi_psaConHubRespBlastA:""Lo considerare.""
bffi_psaConHubRespBlastBBlen:""Esperaba mas discurso sobre la indulgencia de su parte, $global.jethroName.""
bffi_psaConHubRespBlastBBjasp:""Creo que la archicura Jaspis aprobaria este 'mensaje'.""",
BFFIpsaConHubBlastLen,DialogOptionSelected,$option == bffi_psaConHubRespBlastBBlen,FireAll BFFIpsaConsultHubOpts,"-De verdad? -pregunta el-.

-Ha hecho de la mano rapida y firme una virtud en tales asuntos. Un Caballero debe aprender a endurecer su corazon cuando la situacion exige tal... eficacia.",,
BFFIpsaConHubBlastBBjasp,DialogOptionSelected,$option == bffi_psaConHubRespBlastBBjasp,FireAll BFFIpsaConsultHubOpts,"""En efecto"". Dirige su mirada hacia lo alto y hacia la distancia. ""Antes pensaba que era dura. Cinismo de la edad. Pero ahora lo veo con ojos de hombre"".

""Y yo, por mi parte, elegi confiar en usted"". Te mira.

""Asi que, capitan, el camino es suyo. Yo le seguire"". Junta las manos, inclinando levemente la cabeza.",,
BFFIpsaConHubBlastA,DialogOptionSelected,$option == bffi_psaConHubRespBlastA,FireAll BFFIpsaConsultHubOpts,"Arquea una ceja ante tu respuesta evasiva, pero asiente en senal de aceptacion con las manos entrelazadas.",,
BFFIpsaConHubBlastB,DialogOptionSelected,$option == bffi_psaConHubRespBlastB,,"""Lo se"", dice. ""No son mas que humanos, como lo somos todos. A pesar de una historia escrita con sangre, no creo que nuestra especie prospere gracias al odio"".","bffi_psaConHubRespBlastA:""Me ha dado mucho en que pensar.""
bffi_psaConHubRespBlastBa:""Hare lo que pide... en la medida de lo posible.""
bffi_psaConHubRespBlastCc:""Si me obligan, hare lo que sea necesario.""
bffi_psaConHubRespBlastCa:""El archicura Jaspis parece menos indulgente con los sendistas que usted.""",
BFFIpsaConHubBlastBa,DialogOptionSelected,$option == bffi_psaConHubRespBlastBa,"AdjustRepActivePerson COOPERATIVE 1
FireAll BFFIpsaConsultHubOpts","El asiente aceptando, agradecido y con las manos entrelazadas.",,
BFFIpsaConHubBlastC,DialogOptionSelected,$option == bffi_psaConHubRespBlastC,$player.ethosRuthless++,"-Tal vez. Aunque junto a su miedo, te ganaras su odio y confirmaras en sus mentes todo lo que dicen de ti -dice-. Es muy posible que dejes enemigos eternos a tu paso.

-O cadaveres, supongo -anade con tono sombrio.","bffi_psaConHubRespBlastA:""Me ha dado mucho en que pensar.""
bffi_psaConHubRespBlastCa:""El archicura Jaspis parece menos indulgente con los sendistas que usted.""
bffi_psaConHubRespBlastCb:""Simplemente ganare la batalla sin hacer dano a nadie, es eso lo que quiere?""
bffi_psaConHubRespBlastCc:""Si me obligan, hare lo que sea necesario.""",
BFFIpsaConHubBlastCa,DialogOptionSelected,$option == bffi_psaConHubRespBlastCa,FireAll BFFIpsaConsultHubOpts,"""En efecto"". Levanta la mirada hacia lo lejos. ""Que no sean los pecados de nuestras madres..."", dice en voz baja, y luego vuelve a mirarle.

""No tome mis palabras como un juicio, sino como una... una oracion, supongo. Sean cuales sean sus palabras, sean cuales sean sus acciones, ella eligio confiar su apoyo a mi en esta, mi tarea. Y yo, por mi parte, elegi confiar en usted"".

""Asi que, capitan, el camino es suyo"". Baja la mirada y junta las manos.",,
BFFIpsaConHubBlastCb,DialogOptionSelected,$option == bffi_psaConHubRespBlastCb,"$player.ethosSarcastic++
FireAll BFFIpsaConsultHubOpts","Te arquea una ceja con escepticismo, pero asiente con las manos entrelazadas.

""No querria otra cosa, capitan. De verdad"".",,
BFFIpsaConHubBlastCb-bb,DialogOptionSelected,"$option == bffi_psaConHubRespBlastCb
$global.bornanewBadBoy > 2","$player.ethosSarcastic++
FireAll BFFIpsaConsultHubOpts","-En verdad, no lo es -dice-. No pedire lo imposible.

Junta las manos. -Confio en que lograreis lo que debeis, como debais.",,
BFFIpsaConHubBlastCc,DialogOptionSelected,$option == bffi_psaConHubRespBlastCc,FireAll BFFIpsaConsultHubOpts,"Te levanta una ceja con escepticismo, pero asiente con las manos entrelazadas.",,
BFFIpsaConHubOptEResp,DialogOptionSelected,$option == bffi_psaConHubRespE,"EndConversation DO_NOT_FIRE
FireBest MarketPostDock
ShowDefaultVisual","Bornanew baja la cabeza solo un momento, murmurando una breve oracion para si mismo, y luego abandona el puente dejando el mando a usted y a sus oficiales.",,
,,,,,,
# BFFI - INVESTIGATE_PATHER_STATION intro consult in medbay,,,,,,
BFFIpsApproachBornMedbay,DialogOptionSelected,"$option == bffi_psConsultFork
$global.bornanewShotDuringBFFI",,Dicen que Bornanew esta consciente. Tu oficial medico jefe te advierte que evites el estres innecesario; el proceso de curacion es fragil.,"bffi_stationMedConsult0:Consultar con $global.jethroName
bffi_psApproachYourself:Encargarse de esto personalmente",
BFFIpsApproachYourself,DialogOptionSelected,$option == bffi_psApproachYourself,FireBest MarketPostDock,"Decides dejar descansar a Bornanew. Tu puedes con esto.

Todo lo que hace falta es rogar, enganar u obligar a los sendistas para que revelen de donde sacaron el escaneo del guante original. Ese guante, segun parece, ha permanecido intacto todo este tiempo en la boveda de la Santa Catedral de Exodus, en Tartessus.

Los sendistas no se caracterizan por llevar buenos registros digitales, pero para nanoforjar una copia del guante habrian tenido que hacerlo. Puede que aun queden metadatos en los sistemas informaticos conectados a la nanoforja.

O alguien que simplemente conozca las respuestas que buscas.",,
BFFIstationMedConsultStart,DialogOptionSelected,$option == bffi_stationMedConsult0,"BeginConversation bornanew
FireAll BFFIstationMedConsultOpts","El tecnico medico presente te lanza una mirada severa al entrar en la bahia medica, a pesar de que eres el capitan de la $shipOrFleet.

El rostro de Bornanew esta palido y edematoso. Su abdomen esta cubierto de vendajes y tubos que se extienden hacia un conjunto de autodocos que murmuran.

-$playerFirstName -dice-. Parece que sigo vivo. -Toma aire-. Y a usted le debo las gracias. Al capitan, quiero decir. Mis disculpas.",bffi_psApproachMedConsult1:TODO continuar,
BFFIstationMedConsultOptA,BFFIstationMedConsultOpts,!$saidPain,,,"bffi_stationMedConBrave:""$global.jethroName. Eso que hiciste en Chalcedon fue valiente.""",
BFFIstationMedConsultOptB,BFFIstationMedConsultOpts,!$saidPain,,,"bffi_stationMedConStupid:""$global.jethroName. Eso que hiciste en Chalcedon fue una estupidez.""",
BFFIstationMedConsultOptC,BFFIstationMedConsultOpts,!$saidThank,,,"bffi_stationMedConThank:""Deberia dar las gracias al equipo medico, ellos son quienes le salvaron.""",
BFFIstationMedConsultOptD,BFFIstationMedConsultOpts,,,,"bffi_stationMedConWhatDo1:""Estamos en $bffi_patherStationSystem. Hay una base sendista.""",
BFFIstationMedConBrave,DialogOptionSelected,$option == bffi_stationMedConBrave,"$option = bffi_stationMedConPain 0
FireBest DialogOptionSelected",,,
BFFIstationMedConStupid,DialogOptionSelected,$option == bffi_stationMedConStupid,"$option = bffi_stationMedConPain 0
FireBest DialogOptionSelected",,,
BFFIstationMedConPain,DialogOptionSelected,$option == bffi_stationMedConPain,"$saidPain = true 0
FireAll BFFIstationMedConsultOpts","Parece intentar encogerse de hombros, pero no puede.

-Fue... fue... -se interrumpe y cierra los ojos-. Estaba aterrado, capitan. Un cobarde. Y aun asi, que otra cosa se podia hacer?

Abre los ojos. -Puede que eso sea suficiente para un caballero. -Se mueve ligeramente bajo los vendajes y los tubos-. Las maquinas, las drogas... eliminan el dolor. Pero sigue doliendo.",,
BFFIstationMedConThank,DialogOptionSelected,$option == bffi_stationMedConThank,"$saidThank = true 0
FireAll BFFIstationMedConsultOpts",-Lo he hecho -dice-. Y lo seguire haciendo hasta que se cansen.,,
BFFIstationMedConWhatDo1,DialogOptionSelected,$option == bffi_stationMedConWhatDo1,,"-Ah. Entonces Ulmus nos dijo la verdad. -Una sombra de sonrisa cruza el rostro de Bornanew.

-Debemos... destruir la nanoforja. Y averiguar quien es el topo, en la catedral. Tartessus. -Cierra los ojos y respira lentamente.","bffi_stationMedConIntendA:""Pretendo negociar con el sendista al mando aqui.""
bffi_stationMedConIntendB:""Pienso enviar una incursion de infantes de marina. Tomar los almacenes de datos, destruir la forja.""
bffi_stationMedConIntendC:""Pretendo atacar directamente. Destruir la estacion.""",
BFFIstationMedConIntendA,DialogOptionSelected,$option == bffi_stationMedConIntendA,"$option = bffi_stationMedConOutro1 0
FireBest DialogOptionSelected","""Son... tan humanos y falibles como cualquiera de nosotros. Convencerlos seria un milagro"". Te mira con escepticismo.

""Si... eso falla, consiga datos solidos. El escaneo del guante original, los metadatos podrian decirnos algo. Buffers de comunicaciones. Archivos. Todo es util"". Te mira. ""Tengo una lista de sospechosos. Un topo en la Santa Catedral de Exodo. Necesito pruebas. Para saber a quien... someter a inquisicion"".

A la defensiva, anade: ""Los rumores... son calumnias. En su mayoria"". Tiene los ojos cerrados y la respiracion superficial. ""Y... destruyan la nanoforja. Debe ser destruida"".",,
BFFIstationMedConIntendB,DialogOptionSelected,$option == bffi_stationMedConIntendB,"$option = bffi_stationMedConOutro1 0
FireBest DialogOptionSelected","-La reputacion de los sendistas... son tan humanos como cualquiera. No todos son fanaticos herejes. Falibles, temerosos. -Te mira con escepticismo-.

-Tengo una lista de sospechosos. Un infiltrado en la Santa Catedral del Exodo. Necesito pruebas. A quien... someter a inquisicion. Conseguir datos solidos. El escaneo del guante original, los metadatos podrian decirnos algo. Buffers de comunicaciones. Archivos. Todo es util.

Te mira-. La Inquisicion... los rumores. Calumnias. En su mayoria. -Tiene los ojos cerrados y la respiracion superficial-. Y... destruir la nanoforja. Debe ser destruida.",,
BFFIstationMedConIntendC,DialogOptionSelected,$option == bffi_stationMedConIntendC,"$option = bffi_stationMedConOutro1 0
FireBest DialogOptionSelected","""No!"". Habla con demasiada contundencia; una luz parpadeante se vuelve amarilla.

""Arriesgado... necesito obtener datos duros. Un escaneo del guante original, los metadatos. Los buferes de comunicaciones. Los archivos"". Toma aire profundamente y luego te mira: ""Tengo una lista de sospechosos. Un topo en la Santa Catedral de Exodo. Necesito pruebas. Para saber a quien... someter a inquisicion"".

Hace una pausa y dice: ""Inquisidores. Los rumores... son calumnias. En su mayoria"". Tiene los ojos cerrados y la respiracion superficial. ""Y... destruir la forja. Debe ser destruida"".",,
